sample_id,video_id,frame_idx,label,prediction,confidence,prob_fake
cdfv2_frames__id17_id21_0000_frame0068,frames/id17_id21_0000,68,1,1,0.9253,0.9253
cdfv2_frames__id21_id19_0009_frame0287,frames/id21_id19_0009,287,1,1,0.9555,0.9555
cdfv2_frames__id9_id6_0000_frame0432,frames/id9_id6_0000,432,1,1,0.8634,0.8634
cdfv2_frames__id31_0007_frame0410,frames/id31_0007,410,0,0,0.8128,0.1872
cdfv2_frames__id17_id0_0000_frame0166,frames/id17_id0_0000,166,1,1,0.9567,0.9567
cdfv2_frames__id10_id11_0004_frame0332,frames/id10_id11_0004,332,1,1,0.9234,0.9234
cdfv2_frames__id24_id26_0009_frame0129,frames/id24_id26_0009,129,1,1,0.9655,0.9655
cdfv2_frames__id23_id35_0009_frame0081,frames/id23_id35_0009,81,1,1,0.9585,0.9585
cdfv2_frames__id22_0000_frame0070,frames/id22_0000,70,0,1,0.618,0.618
cdfv2_frames__id22_id27_0001_frame0239,frames/id22_id27_0001,239,1,1,0.9732,0.9732
cdfv2_frames__id30_id21_0002_frame0434,frames/id30_id21_0002,434,1,1,0.9163,0.9163
cdfv2_frames__id28_id20_0006_frame0093,frames/id28_id20_0006,93,1,1,0.936,0.936
cdfv2_frames__id33_id29_0004_frame0174,frames/id33_id29_0004,174,1,1,0.5962,0.5962
cdfv2_frames__id6_id2_0005_frame0035,frames/id6_id2_0005,35,1,1,0.9342,0.9342
cdfv2_frames__id35_id20_0007_frame0064,frames/id35_id20_0007,64,1,1,0.954,0.954
cdfv2_frames__id25_0010_frame0194,frames/id25_0010,194,0,0,0.7555000000000001,0.2445
cdfv2_frames__id13_id7_0000_frame0073,frames/id13_id7_0000,73,1,0,0.5893999999999999,0.4106
cdfv2_frames__id30_id21_0005_frame0374,frames/id30_id21_0005,374,1,1,0.9735,0.9735
cdfv2_frames__00277_frame0254,frames/00277,254,0,0,0.9228,0.0772
cdfv2_frames__id35_id26_0003_frame0058,frames/id35_id26_0003,58,1,1,0.97,0.97
cdfv2_frames__id0_id1_0000_frame0422,frames/id0_id1_0000,422,1,1,0.9539,0.9539
cdfv2_frames__00265_frame0150,frames/00265,150,0,1,0.5669,0.5669
cdfv2_frames__id13_id10_0005_frame0198,frames/id13_id10_0005,198,1,1,0.8871,0.8871
cdfv2_frames__id10_id7_0004_frame0499,frames/id10_id7_0004,499,1,1,0.7688,0.7688
cdfv2_frames__id31_id16_0002_frame0156,frames/id31_id16_0002,156,1,1,0.5247,0.5247
cdfv2_frames__00250_frame0211,frames/00250,211,0,0,0.7801,0.2199
cdfv2_frames__id11_id7_0008_frame0238,frames/id11_id7_0008,238,1,1,0.8786,0.8786
cdfv2_frames__id35_id31_0006_frame0183,frames/id35_id31_0006,183,1,1,0.8349,0.8349
cdfv2_frames__id51_id50_0008_frame0073,frames/id51_id50_0008,73,1,1,0.9295,0.9295
cdfv2_frames__id56_id57_0007_frame0158,frames/id56_id57_0007,158,1,1,0.8447,0.8447
cdfv2_frames__id10_id7_0001_frame0067,frames/id10_id7_0001,67,1,1,0.7653,0.7653
cdfv2_frames__id30_id28_0004_frame0325,frames/id30_id28_0004,325,1,1,0.6325,0.6325
cdfv2_frames__id9_id16_0007_frame0264,frames/id9_id16_0007,264,1,1,0.9502,0.9502
cdfv2_frames__id48_id47_0008_frame0195,frames/id48_id47_0008,195,1,1,0.8875,0.8875
cdfv2_frames__id35_id34_0002_frame0379,frames/id35_id34_0002,379,1,0,0.5582,0.4418
cdfv2_frames__id56_0009_frame0124,frames/id56_0009,124,0,0,0.6165,0.3835
cdfv2_frames__id0_id1_0005_frame0088,frames/id0_id1_0005,88,1,1,0.9634,0.9634
cdfv2_frames__00207_frame0020,frames/00207,20,0,1,0.578,0.578
cdfv2_frames__00261_frame0287,frames/00261,287,0,0,0.7992,0.2008
cdfv2_frames__id6_id9_0006_frame0056,frames/id6_id9_0006,56,1,1,0.6771,0.6771
cdfv2_frames__id6_id1_0005_frame0299,frames/id6_id1_0005,299,1,1,0.7246,0.7246
cdfv2_frames__id30_id3_0002_frame0449,frames/id30_id3_0002,449,1,1,0.7505,0.7505
cdfv2_frames__id32_0003_frame0201,frames/id32_0003,201,0,0,0.8097,0.1903
cdfv2_frames__id27_id19_0001_frame0092,frames/id27_id19_0001,92,1,1,0.955,0.955
cdfv2_frames__id25_id24_0003_frame0249,frames/id25_id24_0003,249,1,1,0.9512,0.9512
cdfv2_frames__id27_id21_0008_frame0234,frames/id27_id21_0008,234,1,1,0.9516,0.9516
cdfv2_frames__id10_id12_0001_frame0016,frames/id10_id12_0001,16,1,1,0.963,0.963
cdfv2_frames__id6_0005_frame0191,frames/id6_0005,191,0,1,0.5584,0.5584
cdfv2_frames__id34_id29_0008_frame0016,frames/id34_id29_0008,16,1,1,0.9283,0.9283
cdfv2_frames__id6_id23_0001_frame0072,frames/id6_id23_0001,72,1,1,0.5707,0.5707
cdfv2_frames__id4_id0_0001_frame0118,frames/id4_id0_0001,118,1,1,0.9722,0.9722
cdfv2_frames__00082_frame0178,frames/00082,178,0,1,0.911,0.911
cdfv2_frames__id28_id35_0008_frame0000,frames/id28_id35_0008,0,1,1,0.7883,0.7883
cdfv2_frames__id1_id16_0007_frame0147,frames/id1_id16_0007,147,1,1,0.9612,0.9612
cdfv2_frames__id53_0003_frame0258,frames/id53_0003,258,0,0,0.8004,0.1996
cdfv2_frames__id29_id30_0000_frame0151,frames/id29_id30_0000,151,1,1,0.933,0.933
cdfv2_frames__id6_id1_0007_frame0089,frames/id6_id1_0007,89,1,0,0.5731999999999999,0.4268
cdfv2_frames__id37_id3_0006_frame0394,frames/id37_id3_0006,394,1,1,0.9668,0.9668
cdfv2_frames__id4_0004_frame0240,frames/id4_0004,240,0,1,0.6047,0.6047
cdfv2_frames__00265_frame0405,frames/00265,405,0,1,0.8525,0.8525
cdfv2_frames__id27_id21_0008_frame0074,frames/id27_id21_0008,74,1,0,0.5361,0.4639
cdfv2_frames__id2_id16_0004_frame0369,frames/id2_id16_0004,369,1,0,0.5398000000000001,0.4602
cdfv2_frames__id28_id3_0001_frame0278,frames/id28_id3_0001,278,1,1,0.8799,0.8799
cdfv2_frames__id28_0007_frame0212,frames/id28_0007,212,0,0,0.8874,0.1126
cdfv2_frames__00268_frame0110,frames/00268,110,0,1,0.7016,0.7016
cdfv2_frames__00254_frame0179,frames/00254,179,0,0,0.8807,0.1193
cdfv2_frames__id38_id30_0006_frame0420,frames/id38_id30_0006,420,1,1,0.9124,0.9124
cdfv2_frames__id34_0006_frame0298,frames/id34_0006,298,0,0,0.8422000000000001,0.1578
cdfv2_frames__00063_frame0399,frames/00063,399,0,0,0.544,0.456
cdfv2_frames__id4_id21_0009_frame0186,frames/id4_id21_0009,186,1,1,0.8101,0.8101
cdfv2_frames__id46_id41_0000_frame0021,frames/id46_id41_0000,21,1,1,0.9587,0.9587
cdfv2_frames__id27_id19_0001_frame0138,frames/id27_id19_0001,138,1,1,0.9649,0.9649
cdfv2_frames__00280_frame0162,frames/00280,162,0,1,0.7629,0.7629
cdfv2_frames__id37_0009_frame0380,frames/id37_0009,380,0,1,0.6612,0.6612
cdfv2_frames__id9_id2_0006_frame0193,frames/id9_id2_0006,193,1,1,0.931,0.931
cdfv2_frames__id1_id16_0004_frame0026,frames/id1_id16_0004,26,1,1,0.8799,0.8799
cdfv2_frames__id25_id21_0005_frame0238,frames/id25_id21_0005,238,1,1,0.9543,0.9543
cdfv2_frames__id9_id0_0006_frame0064,frames/id9_id0_0006,64,1,1,0.699,0.699
cdfv2_frames__id9_id6_0000_frame0144,frames/id9_id6_0000,144,1,1,0.973,0.973
cdfv2_frames__id3_id9_0001_frame0207,frames/id3_id9_0001,207,1,1,0.9509,0.9509
cdfv2_frames__id8_id3_0003_frame0243,frames/id8_id3_0003,243,1,1,0.9435,0.9435
cdfv2_frames__id28_id26_0000_frame0127,frames/id28_id26_0000,127,1,0,0.6628000000000001,0.3372
cdfv2_frames__id4_id6_0002_frame0110,frames/id4_id6_0002,110,1,1,0.9319,0.9319
cdfv2_frames__id10_0001_frame0116,frames/id10_0001,116,0,0,0.5179,0.4821
cdfv2_frames__00082_frame0104,frames/00082,104,0,0,0.5494,0.4506
cdfv2_frames__id23_id35_0006_frame0070,frames/id23_id35_0006,70,1,1,0.9403,0.9403
cdfv2_frames__00282_frame0398,frames/00282,398,0,0,0.5539000000000001,0.4461
cdfv2_frames__id21_0009_frame0205,frames/id21_0009,205,0,1,0.6318,0.6318
cdfv2_frames__id26_id1_0002_frame0176,frames/id26_id1_0002,176,1,1,0.9718,0.9718
cdfv2_frames__00208_frame0339,frames/00208,339,0,0,0.6695,0.3305
cdfv2_frames__id7_id11_0007_frame0253,frames/id7_id11_0007,253,1,1,0.9045,0.9045
cdfv2_frames__id3_id16_0001_frame0171,frames/id3_id16_0001,171,1,1,0.9681,0.9681
cdfv2_frames__id58_0002_frame0255,frames/id58_0002,255,0,0,0.7993,0.2007
cdfv2_frames__id12_0005_frame0070,frames/id12_0005,70,0,0,0.7944,0.2056
cdfv2_frames__id20_id31_0006_frame0210,frames/id20_id31_0006,210,1,1,0.7574,0.7574
cdfv2_frames__id9_id26_0000_frame0028,frames/id9_id26_0000,28,1,1,0.8425,0.8425
cdfv2_frames__00036_frame0177,frames/00036,177,0,0,0.7342,0.2658
cdfv2_frames__id20_id9_0008_frame0315,frames/id20_id9_0008,315,1,1,0.8948,0.8948
cdfv2_frames__id19_id20_0004_frame0238,frames/id19_id20_0004,238,1,1,0.9665,0.9665
cdfv2_frames__id38_id30_0006_frame0075,frames/id38_id30_0006,75,1,1,0.9629,0.9629
cdfv2_frames__id50_0003_frame0255,frames/id50_0003,255,0,0,0.7596,0.2404
cdfv2_frames__00287_frame0180,frames/00287,180,0,0,0.6759,0.3241
cdfv2_frames__id35_id23_0007_frame0243,frames/id35_id23_0007,243,1,1,0.9429,0.9429
cdfv2_frames__00286_frame0267,frames/00286,267,0,0,0.862,0.138
cdfv2_frames__id19_0005_frame0113,frames/id19_0005,113,0,0,0.5718,0.4282
cdfv2_frames__id1_id3_0002_frame0205,frames/id1_id3_0002,205,1,1,0.5197,0.5197
cdfv2_frames__id9_id16_0007_frame0440,frames/id9_id16_0007,440,1,1,0.9667,0.9667
cdfv2_frames__id3_id28_0009_frame0352,frames/id3_id28_0009,352,1,1,0.9574,0.9574
cdfv2_frames__id56_id54_0007_frame0030,frames/id56_id54_0007,30,1,1,0.9552,0.9552
cdfv2_frames__id33_0002_frame0087,frames/id33_0002,87,0,0,0.9064,0.0936
cdfv2_frames__id27_0008_frame0180,frames/id27_0008,180,0,1,0.6243,0.6243
cdfv2_frames__id51_0005_frame0369,frames/id51_0005,369,0,1,0.5208,0.5208
cdfv2_frames__id17_id21_0000_frame0284,frames/id17_id21_0000,284,1,1,0.8281,0.8281
cdfv2_frames__id20_id31_0008_frame0000,frames/id20_id31_0008,0,1,1,0.9381,0.9381
cdfv2_frames__id2_0008_frame0249,frames/id2_0008,249,0,0,0.8247,0.1753
cdfv2_frames__id44_id42_0001_frame0302,frames/id44_id42_0001,302,1,1,0.964,0.964
cdfv2_frames__id4_id0_0004_frame0381,frames/id4_id0_0004,381,1,1,0.9269,0.9269
cdfv2_frames__id16_id3_0009_frame0273,frames/id16_id3_0009,273,1,1,0.6469,0.6469
cdfv2_frames__00276_frame0178,frames/00276,178,0,0,0.7979,0.2021
cdfv2_frames__00138_frame0108,frames/00138,108,0,0,0.7651,0.2349
cdfv2_frames__id2_id26_0001_frame0169,frames/id2_id26_0001,169,1,1,0.6977,0.6977
cdfv2_frames__id32_id33_0004_frame0096,frames/id32_id33_0004,96,1,1,0.9704,0.9704
cdfv2_frames__00284_frame0000,frames/00284,0,0,0,0.8764,0.1236
cdfv2_frames__id6_0005_frame0000,frames/id6_0005,0,0,0,0.6552,0.3448
cdfv2_frames__id21_id2_0000_frame0082,frames/id21_id2_0000,82,1,1,0.9043,0.9043
cdfv2_frames__id4_id26_0007_frame0215,frames/id4_id26_0007,215,1,1,0.9704,0.9704
cdfv2_frames__id30_id26_0006_frame0105,frames/id30_id26_0006,105,1,0,0.6865,0.3135
cdfv2_frames__id37_id34_0008_frame0264,frames/id37_id34_0008,264,1,1,0.762,0.762
cdfv2_frames__id56_0002_frame0197,frames/id56_0002,197,0,0,0.6099,0.3901
cdfv2_frames__id32_id31_0006_frame0134,frames/id32_id31_0006,134,1,0,0.6072,0.3928
cdfv2_frames__id56_id55_0009_frame0105,frames/id56_id55_0009,105,1,1,0.7496,0.7496
cdfv2_frames__id3_id16_0001_frame0330,frames/id3_id16_0001,330,1,1,0.9203,0.9203
cdfv2_frames__id56_0009_frame0257,frames/id56_0009,257,0,0,0.696,0.304
cdfv2_frames__id3_0001_frame0012,frames/id3_0001,12,0,0,0.8478,0.1522
cdfv2_frames__00252_frame0040,frames/00252,40,0,0,0.8115,0.1885
cdfv2_frames__id56_id55_0009_frame0000,frames/id56_id55_0009,0,1,0,0.5853999999999999,0.4146
cdfv2_frames__id13_id10_0005_frame0278,frames/id13_id10_0005,278,1,1,0.853,0.853
cdfv2_frames__id1_id2_0002_frame0308,frames/id1_id2_0002,308,1,0,0.6376,0.3624
cdfv2_frames__id35_id31_0009_frame0123,frames/id35_id31_0009,123,1,1,0.9263,0.9263
cdfv2_frames__id8_id0_0002_frame0388,frames/id8_id0_0002,388,1,1,0.9744,0.9744
cdfv2_frames__id36_0000_frame0361,frames/id36_0000,361,0,0,0.8865,0.1135
cdfv2_frames__id9_id6_0000_frame0158,frames/id9_id6_0000,158,1,1,0.97,0.97
cdfv2_frames__id24_id26_0004_frame0103,frames/id24_id26_0004,103,1,1,0.7483,0.7483
cdfv2_frames__id54_id58_0006_frame0354,frames/id54_id58_0006,354,1,1,0.8969,0.8969
cdfv2_frames__id43_id40_0005_frame0224,frames/id43_id40_0005,224,1,1,0.9629,0.9629
cdfv2_frames__00170_frame0000,frames/00170,0,0,0,0.7398,0.2602
cdfv2_frames__id35_id16_0004_frame0213,frames/id35_id16_0004,213,1,0,0.6632,0.3368
cdfv2_frames__id9_0000_frame0230,frames/id9_0000,230,0,0,0.8804,0.1196
cdfv2_frames__id30_id21_0002_frame0224,frames/id30_id21_0002,224,1,1,0.9599,0.9599
cdfv2_frames__00170_frame0078,frames/00170,78,0,1,0.8249,0.8249
cdfv2_frames__id19_id20_0000_frame0262,frames/id19_id20_0000,262,1,1,0.9506,0.9506
cdfv2_frames__id48_0003_frame0086,frames/id48_0003,86,0,0,0.7809,0.2191
cdfv2_frames__id8_id6_0002_frame0236,frames/id8_id6_0002,236,1,1,0.9489,0.9489
cdfv2_frames__id20_id37_0004_frame0292,frames/id20_id37_0004,292,1,1,0.9508,0.9508
cdfv2_frames__id1_id16_0004_frame0144,frames/id1_id16_0004,144,1,1,0.7912,0.7912
cdfv2_frames__id29_id30_0000_frame0303,frames/id29_id30_0000,303,1,1,0.9335,0.9335
cdfv2_frames__id9_id16_0000_frame0245,frames/id9_id16_0000,245,1,1,0.9728,0.9728
cdfv2_frames__id4_id1_0002_frame0426,frames/id4_id1_0002,426,1,1,0.9081,0.9081
cdfv2_frames__id1_id20_0001_frame0113,frames/id1_id20_0001,113,1,1,0.5446,0.5446
cdfv2_frames__id30_id20_0004_frame0052,frames/id30_id20_0004,52,1,0,0.6909000000000001,0.3091
cdfv2_frames__00257_frame0093,frames/00257,93,0,0,0.6365000000000001,0.3635
cdfv2_frames__00267_frame0178,frames/00267,178,0,1,0.8542,0.8542
cdfv2_frames__id35_id31_0007_frame0166,frames/id35_id31_0007,166,1,1,0.972,0.972
cdfv2_frames__id45_id47_0002_frame0266,frames/id45_id47_0002,266,1,1,0.9706,0.9706
cdfv2_frames__id20_id31_0008_frame0086,frames/id20_id31_0008,86,1,1,0.9689,0.9689
cdfv2_frames__00277_frame0029,frames/00277,29,0,0,0.7136,0.2864
cdfv2_frames__id1_id20_0002_frame0128,frames/id1_id20_0002,128,1,0,0.6554,0.3446
cdfv2_frames__id2_0001_frame0181,frames/id2_0001,181,0,1,0.7187,0.7187
cdfv2_frames__id23_0001_frame0129,frames/id23_0001,129,0,1,0.5555,0.5555
cdfv2_frames__id12_id10_0005_frame0181,frames/id12_id10_0005,181,1,1,0.9542,0.9542
cdfv2_frames__id30_id20_0004_frame0117,frames/id30_id20_0004,117,1,1,0.9094,0.9094
cdfv2_frames__00138_frame0077,frames/00138,77,0,1,0.8516,0.8516
cdfv2_frames__id1_id16_0004_frame0184,frames/id1_id16_0004,184,1,1,0.6836,0.6836
cdfv2_frames__id12_0000_frame0048,frames/id12_0000,48,0,1,0.9628,0.9628
cdfv2_frames__id17_id26_0006_frame0064,frames/id17_id26_0006,64,1,1,0.9473,0.9473
cdfv2_frames__id10_id13_0001_frame0000,frames/id10_id13_0001,0,1,1,0.7723,0.7723
cdfv2_frames__id2_id0_0008_frame0149,frames/id2_id0_0008,149,1,1,0.9722,0.9722
cdfv2_frames__id2_id28_0003_frame0246,frames/id2_id28_0003,246,1,1,0.7282,0.7282
cdfv2_frames__id9_id2_0000_frame0331,frames/id9_id2_0000,331,1,1,0.8697,0.8697
cdfv2_frames__id40_0003_frame0276,frames/id40_0003,276,0,0,0.5477000000000001,0.4523
cdfv2_frames__id52_id50_0007_frame0127,frames/id52_id50_0007,127,1,1,0.8934,0.8934
cdfv2_frames__00257_frame0144,frames/00257,144,0,0,0.7941,0.2059
cdfv2_frames__id9_id2_0006_frame0206,frames/id9_id2_0006,206,1,1,0.9108,0.9108
cdfv2_frames__id56_id55_0009_frame0133,frames/id56_id55_0009,133,1,1,0.8238,0.8238
cdfv2_frames__00283_frame0240,frames/00283,240,0,0,0.5892,0.4108
cdfv2_frames__id33_id38_0001_frame0186,frames/id33_id38_0001,186,1,0,0.8142,0.1858
cdfv2_frames__id28_id3_0004_frame0110,frames/id28_id3_0004,110,1,1,0.8421,0.8421
cdfv2_frames__id6_id9_0006_frame0075,frames/id6_id9_0006,75,1,1,0.8606,0.8606
cdfv2_frames__00257_frame0310,frames/00257,310,0,0,0.844,0.156
cdfv2_frames__00250_frame0134,frames/00250,134,0,0,0.8691,0.1309
cdfv2_frames__id37_id38_0009_frame0472,frames/id37_id38_0009,472,1,1,0.7867,0.7867
cdfv2_frames__id10_id11_0004_frame0299,frames/id10_id11_0004,299,1,1,0.665,0.665
cdfv2_frames__id17_id1_0000_frame0117,frames/id17_id1_0000,117,1,1,0.7065,0.7065
cdfv2_frames__id40_0009_frame0315,frames/id40_0009,315,0,1,0.8073,0.8073
cdfv2_frames__id57_id53_0006_frame0029,frames/id57_id53_0006,29,1,1,0.9709,0.9709
cdfv2_frames__00197_frame0270,frames/00197,270,0,1,0.8212,0.8212
cdfv2_frames__00255_frame0276,frames/00255,276,0,0,0.906,0.094
cdfv2_frames__id4_id2_0003_frame0000,frames/id4_id2_0003,0,1,1,0.9543,0.9543
cdfv2_frames__id52_id50_0007_frame0413,frames/id52_id50_0007,413,1,1,0.5011,0.5011
cdfv2_frames__id4_id30_0000_frame0138,frames/id4_id30_0000,138,1,1,0.9505,0.9505
cdfv2_frames__id10_id11_0004_frame0233,frames/id10_id11_0004,233,1,1,0.9274,0.9274
cdfv2_frames__id57_0003_frame0190,frames/id57_0003,190,0,1,0.5194,0.5194
cdfv2_frames__id9_id2_0008_frame0341,frames/id9_id2_0008,341,1,1,0.9674,0.9674
cdfv2_frames__id1_id0_0007_frame0158,frames/id1_id0_0007,158,1,1,0.9077,0.9077
cdfv2_frames__id21_0009_frame0051,frames/id21_0009,51,0,1,0.7311,0.7311
cdfv2_frames__id28_0004_frame0060,frames/id28_0004,60,0,0,0.7832,0.2168
cdfv2_frames__id28_0007_frame0058,frames/id28_0007,58,0,0,0.7403,0.2597
cdfv2_frames__id6_id23_0006_frame0000,frames/id6_id23_0006,0,1,0,0.5185,0.4815
cdfv2_frames__id37_id35_0001_frame0130,frames/id37_id35_0001,130,1,1,0.9659,0.9659
cdfv2_frames__id2_0002_frame0360,frames/id2_0002,360,0,0,0.795,0.205
cdfv2_frames__id21_id19_0005_frame0089,frames/id21_id19_0005,89,1,1,0.8055,0.8055
cdfv2_frames__id2_0003_frame0036,frames/id2_0003,36,0,0,0.5941000000000001,0.4059
cdfv2_frames__id22_id27_0005_frame0364,frames/id22_id27_0005,364,1,1,0.8617,0.8617
cdfv2_frames__id34_id33_0005_frame0307,frames/id34_id33_0005,307,1,0,0.5523,0.4477
cdfv2_frames__id28_id35_0008_frame0187,frames/id28_id35_0008,187,1,1,0.8691,0.8691
cdfv2_frames__id36_0002_frame0190,frames/id36_0002,190,0,0,0.8297,0.1703
cdfv2_frames__id26_id1_0002_frame0113,frames/id26_id1_0002,113,1,1,0.9729,0.9729
cdfv2_frames__id54_0007_frame0165,frames/id54_0007,165,0,0,0.6151,0.3849
cdfv2_frames__id16_id3_0010_frame0114,frames/id16_id3_0010,114,1,1,0.8505,0.8505
cdfv2_frames__id21_id28_0009_frame0051,frames/id21_id28_0009,51,1,1,0.973,0.973
cdfv2_frames__id6_id9_0006_frame0245,frames/id6_id9_0006,245,1,1,0.9491,0.9491
cdfv2_frames__00266_frame0222,frames/00266,222,0,0,0.9161,0.0839
cdfv2_frames__id17_id16_0007_frame0184,frames/id17_id16_0007,184,1,1,0.9584,0.9584
cdfv2_frames__00266_frame0116,frames/00266,116,0,0,0.8781,0.1219
cdfv2_frames__id50_0000_frame0109,frames/id50_0000,109,0,0,0.5788,0.4212
cdfv2_frames__00284_frame0462,frames/00284,462,0,0,0.8629,0.1371
cdfv2_frames__id24_id20_0009_frame0129,frames/id24_id20_0009,129,1,1,0.9612,0.9612
cdfv2_frames__00036_frame0035,frames/00036,35,0,1,0.5664,0.5664
cdfv2_frames__id24_0009_frame0279,frames/id24_0009,279,0,0,0.7659,0.2341
cdfv2_frames__id29_id37_0005_frame0030,frames/id29_id37_0005,30,1,0,0.831,0.169
cdfv2_frames__id37_0004_frame0273,frames/id37_0004,273,0,1,0.5445,0.5445
cdfv2_frames__id2_id1_0004_frame0136,frames/id2_id1_0004,136,1,0,0.5833999999999999,0.4166
cdfv2_frames__id8_id5_0008_frame0348,frames/id8_id5_0008,348,1,1,0.9696,0.9696
cdfv2_frames__id28_id3_0001_frame0182,frames/id28_id3_0001,182,1,1,0.6215,0.6215
cdfv2_frames__id55_id57_0002_frame0080,frames/id55_id57_0002,80,1,1,0.5241,0.5241
cdfv2_frames__id33_0008_frame0081,frames/id33_0008,81,0,0,0.9182,0.0818
cdfv2_frames__00138_frame0356,frames/00138,356,0,0,0.8069,0.1931
cdfv2_frames__id2_id0_0002_frame0325,frames/id2_id0_0002,325,1,1,0.9406,0.9406
cdfv2_frames__id16_id3_0009_frame0000,frames/id16_id3_0009,0,1,1,0.8523,0.8523
cdfv2_frames__id6_id9_0006_frame0255,frames/id6_id9_0006,255,1,1,0.8845,0.8845
cdfv2_frames__id9_id6_0000_frame0259,frames/id9_id6_0000,259,1,1,0.957,0.957
cdfv2_frames__id30_id26_0006_frame0188,frames/id30_id26_0006,188,1,1,0.7877,0.7877
cdfv2_frames__id4_0004_frame0395,frames/id4_0004,395,0,0,0.5382,0.4618
cdfv2_frames__id17_id2_0003_frame0230,frames/id17_id2_0003,230,1,1,0.8606,0.8606
cdfv2_frames__00269_frame0173,frames/00269,173,0,0,0.7854,0.2146
cdfv2_frames__id52_0001_frame0045,frames/id52_0001,45,0,0,0.5731999999999999,0.4268
cdfv2_frames__id16_id2_0011_frame0227,frames/id16_id2_0011,227,1,0,0.5671999999999999,0.4328
cdfv2_frames__id4_id21_0009_frame0357,frames/id4_id21_0009,357,1,1,0.7244,0.7244
cdfv2_frames__id33_id38_0001_frame0172,frames/id33_id38_0001,172,1,0,0.8444,0.1556
cdfv2_frames__id35_0000_frame0172,frames/id35_0000,172,0,0,0.7834,0.2166
cdfv2_frames__id30_id23_0007_frame0117,frames/id30_id23_0007,117,1,1,0.9126,0.9126
cdfv2_frames__id47_id43_0007_frame0220,frames/id47_id43_0007,220,1,1,0.8891,0.8891
cdfv2_frames__00273_frame0103,frames/00273,103,0,1,0.7704,0.7704
cdfv2_frames__id20_id37_0004_frame0083,frames/id20_id37_0004,83,1,1,0.9704,0.9704
cdfv2_frames__id17_id3_0007_frame0255,frames/id17_id3_0007,255,1,1,0.9715,0.9715
cdfv2_frames__id52_id58_0005_frame0209,frames/id52_id58_0005,209,1,1,0.954,0.954
cdfv2_frames__id34_id32_0007_frame0226,frames/id34_id32_0007,226,1,1,0.8043,0.8043
cdfv2_frames__00263_frame0073,frames/00263,73,0,0,0.6108,0.3892
cdfv2_frames__id2_id28_0003_frame0172,frames/id2_id28_0003,172,1,1,0.6878,0.6878
cdfv2_frames__id37_id31_0008_frame0310,frames/id37_id31_0008,310,1,1,0.946,0.946
cdfv2_frames__id29_0009_frame0061,frames/id29_0009,61,0,0,0.7679,0.2321
cdfv2_frames__00252_frame0260,frames/00252,260,0,0,0.8682,0.1318
cdfv2_frames__id58_id57_0008_frame0212,frames/id58_id57_0008,212,1,1,0.9694,0.9694
cdfv2_frames__00263_frame0178,frames/00263,178,0,0,0.6334,0.3666
cdfv2_frames__id21_id9_0008_frame0217,frames/id21_id9_0008,217,1,1,0.6008,0.6008
cdfv2_frames__id28_id0_0009_frame0031,frames/id28_id0_0009,31,1,1,0.9689,0.9689
cdfv2_frames__id46_id41_0000_frame0334,frames/id46_id41_0000,334,1,1,0.9626,0.9626
cdfv2_frames__id3_id1_0001_frame0146,frames/id3_id1_0001,146,1,1,0.5589,0.5589
cdfv2_frames__00227_frame0060,frames/00227,60,0,0,0.875,0.125
cdfv2_frames__id56_id55_0009_frame0076,frames/id56_id55_0009,76,1,1,0.7375,0.7375
cdfv2_frames__id29_id32_0000_frame0027,frames/id29_id32_0000,27,1,0,0.6753,0.3247
cdfv2_frames__id20_id31_0008_frame0097,frames/id20_id31_0008,97,1,1,0.9668,0.9668
cdfv2_frames__id3_id9_0001_frame0036,frames/id3_id9_0001,36,1,1,0.8409,0.8409
cdfv2_frames__id57_0003_frame0366,frames/id57_0003,366,0,0,0.6412,0.3588
cdfv2_frames__00255_frame0000,frames/00255,0,0,0,0.8756,0.1244
cdfv2_frames__id37_id1_0002_frame0457,frames/id37_id1_0002,457,1,1,0.9596,0.9596
cdfv2_frames__00276_frame0311,frames/00276,311,0,0,0.8318,0.1682
cdfv2_frames__id37_id1_0002_frame0191,frames/id37_id1_0002,191,1,1,0.9669,0.9669
cdfv2_frames__id28_id4_0000_frame0222,frames/id28_id4_0000,222,1,1,0.9563,0.9563
cdfv2_frames__00261_frame0030,frames/00261,30,0,0,0.7074,0.2926
cdfv2_frames__id35_0000_frame0047,frames/id35_0000,47,0,0,0.5989,0.4011
cdfv2_frames__id3_id6_0001_frame0195,frames/id3_id6_0001,195,1,1,0.9253,0.9253
cdfv2_frames__id25_0010_frame0114,frames/id25_0010,114,0,1,0.9245,0.9245
cdfv2_frames__id26_id16_0001_frame0102,frames/id26_id16_0001,102,1,1,0.9681,0.9681
cdfv2_frames__id29_id30_0000_frame0041,frames/id29_id30_0000,41,1,1,0.9211,0.9211
cdfv2_frames__id35_id31_0009_frame0258,frames/id35_id31_0009,258,1,1,0.9636,0.9636
cdfv2_frames__id2_id26_0001_frame0108,frames/id2_id26_0001,108,1,1,0.8129,0.8129
cdfv2_frames__id23_id3_0004_frame0157,frames/id23_id3_0004,157,1,1,0.7121,0.7121
cdfv2_frames__id51_id57_0004_frame0071,frames/id51_id57_0004,71,1,1,0.8801,0.8801
cdfv2_frames__id37_id29_0002_frame0103,frames/id37_id29_0002,103,1,1,0.9517,0.9517
cdfv2_frames__id58_id57_0008_frame0287,frames/id58_id57_0008,287,1,1,0.9697,0.9697
